Title,Authors,Source_Title,Publication_Year,DOI,Notes,country,region,level_of_data_collection,collection_method,confience,location_of_data_extraction,time_for_time_series,SPECIES,growth_type,taxa,Environment,MIN,MAX,AVERAGE,UNITS,SYSTEM notes,system,mean_tonnes_ha_year,fishprint_taxa,cal_100_g,p_100_g
"A Review on Shrimp Aquaculture in India: Historical Perspective, Constraints, Status and Future Implications for Impacts on Aquatic Ecosystem and Biodiversity","Salunke, Mahesh; Kalyankar, Amol; Khedkar, Chandraprakash D.; Shingare, Mahesh; Khedkar, Gulab D.",REVIEWS IN FISHERIES SCIENCE & AQUACULTURE,2020,10.1080/23308249.2020.1723058,"There's the ability to digitize and extract data in this paper (Figure 5). During this time the total area occupied by farms engaging in shrimp aquaculture increased dramatically, but over 85% of farms were of small size (< 2 Ha). On these farms the average shrimp production was ∼ 0.73 tons per hectare, representing yields that were low compared to other shrimp producing countries.",india,asia (not china),country,government?,low,Figure 5,"2,015",p. monodon,all- ponds,crustacean,sw,,,1.015,m.t./ ha/ year,all systems,ponds,1.02,shrimp,85,20.1
Freshwater crayfish farming technology in the 1990s: a European and global perspective,"Ackefors, Hans E. G.",FISH AND FISHERIES,2000,10.1046/j.1467-2979.2000.00023.x,australia- marron,australia,australia,country,survey,low,section titled 'production per hectare',,Crayfish,monoculture,crustacean,fw,,,1000,kg/ha/year,semi extensive pond,ponds,1,,,
Freshwater crayfish farming technology in the 1990s: a European and global perspective,"Ackefors, Hans E. G.",FISH AND FISHERIES,2000,10.1046/j.1467-2979.2000.00023.x,"spain. Note for all- I used the estimates provided by the authors because in the methods they were clear that they needed to do surveys, interviews, and a conference to get the data",spain,europe,country,survey,low,section titled 'production per hectare',,Crayfish,monoculture,crustacean,fw,,,1000,kg/ha/year,ponds?,ponds,1,,,
Increasing fish farm profitability through aquaculture best management practice training in Egypt,"Dickson, Malcolm; Nasr-Allah, Ahmed; Kenawy, Diaa; Kruijssen, Froukje",AQUACULTURE,2016,10.1016/j.aquaculture.2016.09.015,These are polycultures. 2 modes of production. Fair to include both? this is bmp,egypt,africa,farm,farm estimates,high,table 5,,mullet,polyculture,fish,fw,,,1.09,tons/ha/year,ponds,ponds,0.99,,,
"A Review on Shrimp Aquaculture in India: Historical Perspective, Constraints, Status and Future Implications for Impacts on Aquatic Ecosystem and Biodiversity","Salunke, Mahesh; Kalyankar, Amol; Khedkar, Chandraprakash D.; Shingare, Mahesh; Khedkar, Gulab D.",REVIEWS IN FISHERIES SCIENCE & AQUACULTURE,2020,10.1080/23308249.2020.1723058,"There's the ability to digitize and extract data in this paper (Figure 5). During this time the total area occupied by farms engaging in shrimp aquaculture increased dramatically, but over 85% of farms were of small size (< 2 Ha). On these farms the average shrimp production was ∼ 0.73 tons per hectare, representing yields that were low compared to other shrimp producing countries.",india,asia (not china),country,government?,low,Figure 5,"2,010",p. monodon,all- ponds,crustacean,sw,,,0.9405,m.t./ ha/ year,all systems,ponds,0.94,shrimp,85,20.1
Shrimp Farmers in India: Empowering Small-Scale Farmers through a Cluster-Based Approach,"Umesh, N. R.; Mohan, A. B. Chandra; Ravibabu, G.; Padiyar, P. A.; Phillips, M. J.; Mohan, C. V.; Bhat, B. Vishnu",SUCCESS STORIES IN ASIAN AQUACULTURE,2010,10.1007/978-90-481-3087-0_3,"Farmed shrimp production increased from 40,000 tons in 1991–1992 to 143,170 tons from a 140,000 ha farming area, and another 42,820 tons of scampi (the giant freshwater prawn, Macrobrachium rosenbergii) from a 4,300 ha area during 2006–2007,",india,asia (not china),country,survey,mid,text 3.2,,Shrimp,monoculture,crustacean,sw,,,1.02264286,tons/ha/year,ponds?,ponds,0.93,shrimp,85,20.1
Economics of Sustainable Intensification of Aquaculture: Evidence from Shrimp Farms in Vietnam and Thailand,"Engle, Carole R.; McNevin, Aaron; Racine, Phoebe; Boyd, Claude E.; Paungkaew, Duangchai; Viriyatum, Rawee; Huynh Quoc Tinh; Hang Ngo Minh",JOURNAL OF THE WORLD AQUACULTURE SOCIETY,2017,10.1111/jwas.12423,survey then cluster analysis then average. corrected for # crops per year,vietnam,asia (not china),farm,survey,mid,Table 3,,penaeus monodon,monoculture,crustacean,sw,,,895,kg/ha/year,ponds,ponds,0.9,shrimp,85,20.1
Freshwater crayfish farming technology in the 1990s: a European and global perspective,"Ackefors, Hans E. G.",FISH AND FISHERIES,2000,10.1046/j.1467-2979.2000.00023.x,USA,united states,north america,country,survey,low,section titled 'production per hectare',,Crayfish,monoculture,crustacean,fw,525,925,725,kg/ha/year,ponds,ponds,0.73,,,
"A Review on Shrimp Aquaculture in India: Historical Perspective, Constraints, Status and Future Implications for Impacts on Aquatic Ecosystem and Biodiversity","Salunke, Mahesh; Kalyankar, Amol; Khedkar, Chandraprakash D.; Shingare, Mahesh; Khedkar, Gulab D.",REVIEWS IN FISHERIES SCIENCE & AQUACULTURE,2020,10.1080/23308249.2020.1723058,"There's the ability to digitize and extract data in this paper (Figure 5). During this time the total area occupied by farms engaging in shrimp aquaculture increased dramatically, but over 85% of farms were of small size (< 2 Ha). On these farms the average shrimp production was ∼ 0.73 tons per hectare, representing yields that were low compared to other shrimp producing countries.",india,asia (not china),country,government?,low,Figure 5,"2,009",p. monodon,all- ponds,crustacean,sw,,,0.7031,m.t./ ha/ year,all systems,ponds,0.7,shrimp,85,20.1
Increasing fish farm profitability through aquaculture best management practice training in Egypt,"Dickson, Malcolm; Nasr-Allah, Ahmed; Kenawy, Diaa; Kruijssen, Froukje",AQUACULTURE,2016,10.1016/j.aquaculture.2016.09.015,These are polycultures. 2 modes of production. Fair to include both? this is control,egypt,africa,farm,farm estimates,high,table 5,,mullet,polyculture,fish,fw,,,0.71,tons/ha/year,ponds,ponds,0.64,,,
Redefining the Supply Chain Model on the Milicz Carp Market,"Raftowicz, Magdalena; Kalisiak-Medelska, Magdalena; Strus, Miroslaw",SUSTAINABILITY,2020,10.3390/su12072934,i used water area,poland,europe,farm,survey,high,table 1,,carp,monoculture,fish,fw,,,0.69306931,tones/ha/year,ponds,ponds,0.63,oth_carp,127,17.8
"Farming system transformation yields significant reduction in nutrient loading: Case study of Hongze Lake, Yangtze River Basin, China","Wang, Qidong; Li, Zhongjie; Lian, Yuxi; Du, Xue; Zhang, Shengyu; Yuan, Jing; Liu, Jiashou; De Silva, Sena S.",AQUACULTURE,2016,10.1016/j.aquaculture.2016.02.025,"a cycle is 2 years. not noted in text, found it in a different paper. So yields here divided by 2",china,asia (not china),farm,survey,high,Table 1,,Eriocheir sinensis,monoculture,crustacean,fw,,,1196,kg/ha/cycle,ponds,ponds,0.6,,,
"Farming system transformation yields significant reduction in nutrient loading: Case study of Hongze Lake, Yangtze River Basin, China","Wang, Qidong; Li, Zhongjie; Lian, Yuxi; Du, Xue; Zhang, Shengyu; Yuan, Jing; Liu, Jiashou; De Silva, Sena S.",AQUACULTURE,2016,10.1016/j.aquaculture.2016.02.025,"a cycle is 2 years. not noted in text, found it in a different paper. So yields here divided by 2",china,asia (not china),farm,survey,high,Table 1,,Eriocheir sinensis,monoculture,crustacean,fw,,,1083,kg/ha/cycle,ponds,ponds,0.54,,,
"Farming system transformation yields significant reduction in nutrient loading: Case study of Hongze Lake, Yangtze River Basin, China","Wang, Qidong; Li, Zhongjie; Lian, Yuxi; Du, Xue; Zhang, Shengyu; Yuan, Jing; Liu, Jiashou; De Silva, Sena S.",AQUACULTURE,2016,10.1016/j.aquaculture.2016.02.025,"a cycle is 2 years. not noted in text, found it in a different paper. So yields here divided by 2",china,asia (not china),farm,survey,high,Table 1,,Eriocheir sinensis,monoculture,crustacean,fw,,,1076,kg/ha/cycle,ponds,ponds,0.54,,,
Redefining the Supply Chain Model on the Milicz Carp Market,"Raftowicz, Magdalena; Kalisiak-Medelska, Magdalena; Strus, Miroslaw",SUSTAINABILITY,2020,10.3390/su12072934,i used water area,poland,europe,farm,survey,high,table 1,,carp,monoculture,fish,fw,,,0.56140351,tones/ha/year,ponds,ponds,0.51,oth_carp,127,17.8
Freshwater crayfish farming technology in the 1990s: a European and global perspective,"Ackefors, Hans E. G.",FISH AND FISHERIES,2000,10.1046/j.1467-2979.2000.00023.x,germany,germany,europe,country,survey,low,section titled 'production per hectare',,Crayfish,monoculture,crustacean,fw,300,600,450,kg/ha/year,ponds?,ponds,0.45,,,
Freshwater crayfish farming technology in the 1990s: a European and global perspective,"Ackefors, Hans E. G.",FISH AND FISHERIES,2000,10.1046/j.1467-2979.2000.00023.x,sweden and UK-signal,sweden and uk,europe,country,survey,low,section titled 'production per hectare',,Crayfish,monoculture,crustacean,fw,50,680,365,kg/ha/year,ponds?,ponds,0.37,,,
Culture-based fisheries: an underutilised opportunity in aquaculture development,"De Silva, SS",AQUACULTURE,2003,10.1016/S0044-8486(02)00657-9,"***looked up vietnam paper for referenced values. Ngueyn et al. 2001. All others predate the 2000 cut off for sure. This one had 6 estimates, 3 each in 2 locations. Composite of all species",vietnam,asia (not china),region,survey,mid,page 980,1999,freshwater finfish,polyculture,fish,fw,,,372,kg/ha/year,culture based in a lake,lakes,0.37,,,
Freshwater crayfish farming technology in the 1990s: a European and global perspective,"Ackefors, Hans E. G.",FISH AND FISHERIES,2000,10.1046/j.1467-2979.2000.00023.x,bulgaria,bulgaria,europe,country,survey,low,section titled 'production per hectare',,Crayfish,monoculture,crustacean,fw,200,500,350,kg/ha/year,ponds?,ponds,0.35,,,
Culture-based fisheries: an underutilised opportunity in aquaculture development,"De Silva, SS",AQUACULTURE,2003,10.1016/S0044-8486(02)00657-9,"***looked up vietnam paper for referenced values. Ngueyn et al. 2001. All others predate the 2000 cut off for sure. This one had 6 estimates, 3 each in 2 locations. Composite of all species",vietnam,asia (not china),region,survey,mid,page 980,1999,freshwater finfish,polyculture,fish,fw,,,332,kg/ha/year,culture based in a lake,lakes,0.33,,,
Culture-based fisheries: an underutilised opportunity in aquaculture development,"De Silva, SS",AQUACULTURE,2003,10.1016/S0044-8486(02)00657-9,"***looked up vietnam paper for referenced values. Ngueyn et al. 2001. All others predate the 2000 cut off for sure. This one had 6 estimates, 3 each in 2 locations. Composite of all species",vietnam,asia (not china),region,survey,mid,page 980,1998,freshwater finfish,polyculture,fish,fw,,,331,kg/ha/year,culture based in a lake,lakes,0.33,,,
"Resource Use Assessment of Shrimp, Litopenaeus vannamei and Penaeus monodon, Production in Thailand and Vietnam","Boyd, Claude E.; McNevin, Aaron A.; Racine, Phoebe; Huynh Quoc Tinh; Hang Ngo Minh; Viriyatum, Rawee; Paungkaew, Duangchai; Engle, Carole",JOURNAL OF THE WORLD AQUACULTURE SOCIETY,2017,10.1111/jwas.12394,P. monodon was produced at 0.2–0.4 m.t./ha/yr *I averaged this,thailand,asia (not china),farm,survey,mid,text and averaged the range,,Penaeus monodon,monoculture,crustacean,sw,,,0.3,m.t/ha/year,ponds?,ponds,0.3,shrimp,85,20.1
Redefining the Supply Chain Model on the Milicz Carp Market,"Raftowicz, Magdalena; Kalisiak-Medelska, Magdalena; Strus, Miroslaw",SUSTAINABILITY,2020,10.3390/su12072934,i used water area,poland,europe,farm,survey,high,table 1,,carp,monoculture,fish,fw,,,0.31927711,tones/ha/year,ponds,ponds,0.29,oth_carp,127,17.8
Cultivation of seaweed Gracilaria in Chinese coastal waters and its contribution to environmental improvements,"Yang, Yufeng; Chai, Zhaoyang; Wang, Qing; Chen, Weizhou; He, Zhili; Jiang, Shijun",ALGAL RESEARCH-BIOMASS BIOFUELS AND BIOPRODUCTS,2015,10.1016/j.algal.2015.03.017,"Its cultivation area increased from 0.13 ha in 2000 to 1500 ha in 2011 (Fig. 2), and the annual yield increased from 4 t to 60,000 t (wet weight).",china,asia (not china),region,government data,mid,Text on page 238,2000,Gracilaria,monoculture,algae,sw,,,0.30769231,t/ha/y,unclear butmust be lines,on or off bottom,0.28,,,
A novel multitrophic concept for the cultivation of fish and duckweed: A technical note,"Stejskal, V; Paolacci, S; Toner, D; Jansen, MAK",JOURNAL OF CLEANER PRODUCTION,2022,10.1016/j.jclepro.2022.132881,"Moreover, production of both fish and plant biomass are substantial, with fish production of 0.49 ± 0.20 kg fish.m−2.year−1, water use efficiency of 1.21 ± 0.42 kg fish.m−3 year−1 and electricity use of 16.1 ± 11.2 kWh.kg−1.year−1",ireland,europe,farm,experiment,high,results and table 1,2019 and 2020,perch and trout,IMTA,fish,fw,8815,21218,15016.5,"kg/y/ 57,500 m2",,with crops,0.261156522,,,
Freshwater crayfish farming technology in the 1990s: a European and global perspective,"Ackefors, Hans E. G.",FISH AND FISHERIES,2000,10.1046/j.1467-2979.2000.00023.x,sweden- nobel,sweden,europe,country,survey,low,section titled 'production per hectare',,Crayfish,monoculture,crustacean,fw,60,430,245,kg/ha/year,ponds?,ponds,0.25,,,
Culture-based fisheries: an underutilised opportunity in aquaculture development,"De Silva, SS",AQUACULTURE,2003,10.1016/S0044-8486(02)00657-9,"***looked up vietnam paper for referenced values. Ngueyn et al. 2001. All others predate the 2000 cut off for sure. This one had 6 estimates, 3 each in 2 locations. Composite of all species",vietnam,asia (not china),region,survey,mid,page 980,1998,freshwater finfish,polyculture,fish,fw,,,251,kg/ha/year,culture based in a lake,lakes,0.25,,,
Culture-based fisheries: an underutilised opportunity in aquaculture development,"De Silva, SS",AQUACULTURE,2003,10.1016/S0044-8486(02)00657-9,"***looked up vietnam paper for referenced values. Ngueyn et al. 2001. All others predate the 2000 cut off for sure. This one had 6 estimates, 3 each in 2 locations. Composite of all species",vietnam,asia (not china),region,survey,mid,page 980,2000,freshwater finfish,polyculture,fish,fw,,,253,kg/ha/year,culture based in a lake,lakes,0.25,,,
Culture-based fisheries: an underutilised opportunity in aquaculture development,"De Silva, SS",AQUACULTURE,2003,10.1016/S0044-8486(02)00657-9,"***looked up vietnam paper for referenced values. Ngueyn et al. 2001. All others predate the 2000 cut off for sure. This one had 6 estimates, 3 each in 2 locations. Composite of all species",vietnam,asia (not china),region,survey,mid,page 980,2000,freshwater finfish,polyculture,fish,fw,,,210,kg/ha/year,culture based in a lake,lakes,0.21,,,
"A model for the future: Ecosystem services provided by the aquaculture activities of Veta la Palma, Southern Spain","Walton, M. E. M.; Vilas, C.; Canavate, P.; Gonzalez-Ortegon, E.; Prieto, A.; van Bergeijk, S. A.; Green, A. J.; Librero, M.; Mazuelos, N.; Le Vay, L.",AQUACULTURE,2015,10.1016/j.aquaculture.2015.06.017,40 large (70 ha each),spain,europe,farm,restorative,high,Figure 2,,Seabass,polyculture,fish,sw,,,0.20446429,tonnes/ ha/ year,weird 'conservation wetlands',conservation wetlands,0.2,misc_diad,97,18.4
Economics of Sustainable Intensification of Aquaculture: Evidence from Shrimp Farms in Vietnam and Thailand,"Engle, Carole R.; McNevin, Aaron; Racine, Phoebe; Boyd, Claude E.; Paungkaew, Duangchai; Viriyatum, Rawee; Huynh Quoc Tinh; Hang Ngo Minh",JOURNAL OF THE WORLD AQUACULTURE SOCIETY,2017,10.1111/jwas.12423,survey then cluster analysis then average. corrected for # crops per year,thailand,asia (not china),farm,survey,mid,Table 3,,penaeus monodon,monoculture,crustacean,sw,,,196,kg/ha/year,ponds,ponds,0.2,shrimp,85,20.1
"Future of rice-fish culture, desert aquaculture and feed development in Africa: The case of Egypt as the leading country in Africa","Suloma, Ashraf; Ogata, Hiroshi Y.",JARQ-JAPAN AGRICULTURAL RESEARCH QUARTERLY,2006,10.6090/jarq.40.351,"reporting from...?  Egypt fresh/brackish production @ 11.9-19.0 mt/ha/year. Specifically 7,000 in 58,000 ha per year for a carp-rice co-culture",egypt,africa,country,,low,page 354,1997,common carp,polyculture,fish,fw,,,0.120689655,mt/ha/year,mixed rice and fish,with crops,0.120689655,,,
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2007,scallop,monoculture,mollusc,sw,,,0.11720068,t/ha/year,bottom culture,on or off bottom,0.11720068,bivalves,69,12.1
Stocking models of Chinese mitten crab (Eriocheir japonica sinensis) in Yangtze lakes,"Wang, HZ; Wang, HJ; Liang, XM; Cui, YD",AQUACULTURE,2006,10.1016/j.aquaculture.2006.01.005,Table 1 (look at CY). Excluded last entry like the authors,china,asia (not china),region,The stocking and catch data of the crab in 2001/ 2002 were obtained from the records of local fish farms (Table 1).,mid,Table 1,,Eriocheir japonica sinensis,monoculture,crustacean,fw,,,111,kg/ha/year,lakes,lakes,0.11,,,
Stocking models of Chinese mitten crab (Eriocheir japonica sinensis) in Yangtze lakes,"Wang, HZ; Wang, HJ; Liang, XM; Cui, YD",AQUACULTURE,2006,10.1016/j.aquaculture.2006.01.005,Table 1 (look at CY). Excluded last entry like the authors,china,asia (not china),region,The stocking and catch data of the crab in 2001/ 2002 were obtained from the records of local fish farms (Table 1).,mid,Table 1,,Eriocheir japonica sinensis,monoculture,crustacean,fw,,,105,kg/ha/year,lakes,lakes,0.11,,,
Stocking models of Chinese mitten crab (Eriocheir japonica sinensis) in Yangtze lakes,"Wang, HZ; Wang, HJ; Liang, XM; Cui, YD",AQUACULTURE,2006,10.1016/j.aquaculture.2006.01.005,Table 1 (look at CY). Excluded last entry like the authors,china,asia (not china),region,The stocking and catch data of the crab in 2001/ 2002 were obtained from the records of local fish farms (Table 1).,mid,Table 1,,Eriocheir japonica sinensis,monoculture,crustacean,fw,,,111,kg/ha/year,lakes,lakes,0.11,,,
Stocking models of Chinese mitten crab (Eriocheir japonica sinensis) in Yangtze lakes,"Wang, HZ; Wang, HJ; Liang, XM; Cui, YD",AQUACULTURE,2006,10.1016/j.aquaculture.2006.01.005,Table 1 (look at CY),china,asia (not china),region,The stocking and catch data of the crab in 2001/ 2002 were obtained from the records of local fish farms (Table 1).,mid,Table 1,,Eriocheir japonica sinensis,monoculture,crustacean,fw,,,88,kg/ha/year,lakes,lakes,0.09,,,
Stocking models of Chinese mitten crab (Eriocheir japonica sinensis) in Yangtze lakes,"Wang, HZ; Wang, HJ; Liang, XM; Cui, YD",AQUACULTURE,2006,10.1016/j.aquaculture.2006.01.005,Table 1 (look at CY). Excluded last entry like the authors,china,asia (not china),region,The stocking and catch data of the crab in 2001/ 2002 were obtained from the records of local fish farms (Table 1).,mid,Table 1,,Eriocheir japonica sinensis,monoculture,crustacean,fw,,,82,kg/ha/year,lakes,lakes,0.08,,,
Stocking models of Chinese mitten crab (Eriocheir japonica sinensis) in Yangtze lakes,"Wang, HZ; Wang, HJ; Liang, XM; Cui, YD",AQUACULTURE,2006,10.1016/j.aquaculture.2006.01.005,Table 1 (look at CY). Excluded last entry like the authors,china,asia (not china),region,The stocking and catch data of the crab in 2001/ 2002 were obtained from the records of local fish farms (Table 1).,mid,Table 1,,Eriocheir japonica sinensis,monoculture,crustacean,fw,,,78,kg/ha/year,lakes,lakes,0.08,,,
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2004,scallop,monoculture,mollusc,sw,,,0.07962484,t/ha/year,bottom culture,on or off bottom,0.07962484,bivalves,69,12.1
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2008,scallop,monoculture,mollusc,sw,,,0.07314286,t/ha/year,bottom culture,on or off bottom,0.07314286,bivalves,69,12.1
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2006,scallop,monoculture,mollusc,sw,,,0.0707701,t/ha/year,bottom culture,on or off bottom,0.0707701,bivalves,69,12.1
Stocking models of Chinese mitten crab (Eriocheir japonica sinensis) in Yangtze lakes,"Wang, HZ; Wang, HJ; Liang, XM; Cui, YD",AQUACULTURE,2006,10.1016/j.aquaculture.2006.01.005,Table 1 (look at CY). Excluded last entry like the authors,china,asia (not china),region,The stocking and catch data of the crab in 2001/ 2002 were obtained from the records of local fish farms (Table 1).,mid,Table 1,,Eriocheir japonica sinensis,monoculture,crustacean,fw,,,70,kg/ha/year,lakes,lakes,0.07,,,
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2008,scallop,monoculture,mollusc,sw,,,0.06532988,t/ha/year,bottom culture,on or off bottom,0.06532988,bivalves,69,12.1
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2010,scallop,monoculture,mollusc,sw,,,0.06368047,t/ha/year,bottom culture,on or off bottom,0.06368047,bivalves,69,12.1
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2008,scallop,monoculture,mollusc,sw,,,0.06183249,t/ha/year,bottom culture,on or off bottom,0.06183249,bivalves,69,12.1
Stocking models of Chinese mitten crab (Eriocheir japonica sinensis) in Yangtze lakes,"Wang, HZ; Wang, HJ; Liang, XM; Cui, YD",AQUACULTURE,2006,10.1016/j.aquaculture.2006.01.005,Table 1 (look at CY),china,asia (not china),region,The stocking and catch data of the crab in 2001/ 2002 were obtained from the records of local fish farms (Table 1).,mid,Table 1,,Eriocheir japonica sinensis,monoculture,crustacean,fw,,,62,kg/ha/year,lakes,lakes,0.06,,,
Stocking models of Chinese mitten crab (Eriocheir japonica sinensis) in Yangtze lakes,"Wang, HZ; Wang, HJ; Liang, XM; Cui, YD",AQUACULTURE,2006,10.1016/j.aquaculture.2006.01.005,Table 1 (look at CY). Excluded last entry like the authors,china,asia (not china),region,The stocking and catch data of the crab in 2001/ 2002 were obtained from the records of local fish farms (Table 1).,mid,Table 1,,Eriocheir japonica sinensis,monoculture,crustacean,fw,,,57,kg/ha/year,lakes,lakes,0.06,,,
Increasing fish farm profitability through aquaculture best management practice training in Egypt,"Dickson, Malcolm; Nasr-Allah, Ahmed; Kenawy, Diaa; Kruijssen, Froukje",AQUACULTURE,2016,10.1016/j.aquaculture.2016.09.015,These are polycultures. 2 modes of production. Fair to include both? this is bmp,egypt,africa,farm,farm estimates,high,table 5,,catfish and carp,polyculture,fish,fw,,,0.07,tons/ha/year,ponds,ponds,0.06,,,
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2003,scallop,monoculture,mollusc,sw,,,0.05902192,t/ha/year,bottom culture,on or off bottom,0.05902192,bivalves,69,12.1
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2009,scallop,monoculture,mollusc,sw,,,0.05885714,t/ha/year,bottom culture,on or off bottom,0.05885714,bivalves,69,12.1
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2009,scallop,monoculture,mollusc,sw,,,0.05346054,t/ha/year,bottom culture,on or off bottom,0.05346054,bivalves,69,12.1
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2007,scallop,monoculture,mollusc,sw,,,0.05085714,t/ha/year,bottom culture,on or off bottom,0.05085714,bivalves,69,12.1
Stocking models of Chinese mitten crab (Eriocheir japonica sinensis) in Yangtze lakes,"Wang, HZ; Wang, HJ; Liang, XM; Cui, YD",AQUACULTURE,2006,10.1016/j.aquaculture.2006.01.005,Table 1 (look at CY). Excluded last entry like the authors,china,asia (not china),region,The stocking and catch data of the crab in 2001/ 2002 were obtained from the records of local fish farms (Table 1).,mid,Table 1,,Eriocheir japonica sinensis,monoculture,crustacean,fw,,,47,kg/ha/year,lakes,lakes,0.05,,,
The efficiency of Yesso scallop (Mizuhopecten yessoensis) aquaculture in Ussuri Bay (Sea of Japan),"Gavrilova, G. S.; Kim, L. N.",RUSSIAN JOURNAL OF MARINE BIOLOGY,2016,10.1134/S1063074016070026,,japan,asia (not china),farm,survey of farm,high,Tables 1-4,2009,scallop,monoculture,mollusc,sw,,,0.04317032,t/ha/year,bottom culture,on or off bottom,0.04317032,bivalves,69,12.1
Stocking models of Chinese mitten crab (Eriocheir japonica sinensis) in Yangtze lakes,"Wang, HZ; Wang, HJ; Liang, XM; Cui, YD",AQUACULTURE,2006,10.1016/j.aquaculture.2006.01.005,Table 1 (look at CY). Excluded last entry like the authors,china,asia (not china),region,The stocking and catch data of the crab in 2001/ 2002 were obtained from the records of local fish farms (Table 1).,mid,Table 1,,Eriocheir japonica sinensis,monoculture,crustacean,fw,,,38,kg/ha/year,lakes,lakes,0.04,,,
Stocking models of Chinese mitten crab (Eriocheir japonica sinensis) in Yangtze lakes,"Wang, HZ; Wang, HJ; Liang, XM; Cui, YD",AQUACULTURE,2006,10.1016/j.aquaculture.2006.01.005,Table 1 (look at CY). Excluded last entry like the authors,china,asia (not china),region,The stocking and catch data of the crab in 2001/ 2002 were obtained from the records of local fish farms (Table 1).,mid,Table 1,,Eriocheir japonica sinensis,monoculture,crustacean,fw,,,38,kg/ha/year,lakes,lakes,0.04,,,
Stocking models of Chinese mitten crab (Eriocheir japonica sinensis) in Yangtze lakes,"Wang, HZ; Wang, HJ; Liang, XM; Cui, YD",AQUACULTURE,2006,10.1016/j.aquaculture.2006.01.005,Table 1 (look at CY). Excluded last entry like the authors,china,asia (not china),region,The stocking and catch data of the crab in 2001/ 2002 were obtained from the records of local fish farms (Table 1).,mid,Table 1,,Eriocheir japonica sinensis,monoculture,crustacean,fw,,,38,kg/ha/year,lakes,lakes,0.04,,,
Stocking models of Chinese mitten crab (Eriocheir japonica sinensis) in Yangtze lakes,"Wang, HZ; Wang, HJ; Liang, XM; Cui, YD",AQUACULTURE,2006,10.1016/j.aquaculture.2006.01.005,Table 1 (look at CY). Excluded last entry like the authors,china,asia (not china),region,The stocking and catch data of the crab in 2001/ 2002 were obtained from the records of local fish farms (Table 1).,mid,Table 1,,Eriocheir japonica sinensis,monoculture,crustacean,fw,,,44,kg/ha/year,lakes,lakes,0.04,,,
